studyName,Sample Collection Date,Sample Number,Total Number,16-20mm,21-25mm,26-30mm,31-35mm,36-40mm,41-45mm,46-50mm,51-55mm,56-60mm,61-65mm
PAL9900,2/7/00,99034,50,0,0,0,1,4,23,16,6,0,0
PAL9900,2/7/00,99035,86,0,0,1,10,4,23,31,17,0,0
PAL9900,2/11/00,99036,75,0,0,1,2,12,29,22,9,0,0
PAL9900,2/11/00,99037,32,0,0,0,3,2,12,12,3,0,0
PAL9900,2/11/00,99038,48,0,0,0,1,4,14,22,7,0,0
PAL9900,2/11/00,99039,38,0,0,0,0,5,12,11,10,0,0
PAL9900,2/11/00,99040,50,0,0,0,0,7,22,17,2,2,0
PAL0001,12/27/00,1,50,2,22,5,3,1,1,8,7,1,0
PAL0001,12/27/00,2,33,0,0,0,0,1,1,12,17,2,0
PAL0001,12/27/00,3,50,1,10,3,3,0,3,14,14,2,0
PAL0001,12/27/00,4,37,0,2,1,1,0,6,15,12,0,0
PAL0001,12/27/00,5,54,3,11,2,2,0,4,13,17,2,0
PAL0001,1/9/01,6,58,0,1,7,21,5,0,11,11,2,0
PAL0001,1/9/01,7,76,0,2,7,12,1,7,30,13,4,0
PAL0001,1/9/01,8,51,0,1,8,15,4,2,6,13,2,0
PAL0001,1/9/01,9,51,0,0,7,14,3,2,9,12,3,1
PAL0001,1/9/01,10,52,1,0,9,9,3,3,8,12,7,0
PAL0001,1/12/01,11,50,0,0,0,0,0,2,17,22,9,0
PAL0001,1/12/01,12,14,0,0,0,0,0,2,8,4,0,0
PAL0001,1/12/01,13,74,0,0,0,0,0,3,28,38,5,0
PAL0001,1/12/01,14,51,0,0,10,9,4,1,12,11,4,0
PAL0001,1/12/01,15,51,0,0,0,0,0,0,18,25,7,1
PAL0001,1/18/01,16,53,0,0,0,0,1,1,21,24,6,0
PAL0001,1/18/01,17,52,0,0,1,8,3,7,14,17,2,0
PAL0001,1/18/01,18,61,0,0,1,3,4,4,20,23,6,0
PAL0001,1/18/01,19,54,0,0,1,13,6,1,8,14,10,1
PAL0001,1/18/01,20,56,0,0,3,10,9,2,15,16,1,0
PAL0001,1/24/01,21,80,0,0,5,40,5,4,8,13,4,1
PAL0001,1/24/01,22,52,0,0,0,0,1,7,11,24,8,1
PAL0001,1/24/01,23,51,0,0,0,0,3,2,18,23,5,0
PAL0001,1/24/01,24,82,0,0,0,0,0,7,20,47,8,0
PAL0001,1/24/01,25,74,0,0,0,1,0,2,29,30,12,0
PAL0001,1/30/01,26,51,0,0,0,0,0,2,20,24,5,0
PAL0001,1/30/01,27,33,1,5,1,1,0,0,11,12,2,0
PAL0001,1/30/01,28,52,0,0,0,0,0,1,15,21,15,0
PAL0001,1/30/01,29,11,0,0,0,0,0,0,2,6,3,0
PAL0001,1/30/01,30,45,0,0,0,1,0,6,14,20,4,0
PAL0001,2/3/01,31,9,0,1,1,0,0,0,0,7,0,0
PAL0001,2/3/01,32,50,1,5,0,0,3,4,21,16,0,0
PAL0001,2/3/01,33,26,0,0,0,1,1,1,6,17,0,0
PAL0001,2/3/01,34,22,0,0,0,0,0,1,14,7,0,0
PAL0001,2/3/01,35,47,0,2,7,10,1,6,15,6,0,0
PAL0001,2/10/01,36,52,0,0,0,7,6,1,11,25,2,0
PAL0001,2/10/01,37,50,0,0,0,2,4,0,23,14,7,0
PAL0001,2/10/01,38,69,0,0,0,3,3,2,22,36,2,1
PAL0001,2/10/01,39,86,0,1,4,19,47,14,0,0,1,0
PAL0001,2/10/01,40,38,0,0,0,1,0,1,15,15,6,0
PAL0001,2/15/01,41,107,0,0,0,9,11,13,31,33,10,0
PAL0001,2/15/01,42,53,0,0,0,4,1,0,15,25,7,1
PAL0001,2/15/01,43,63,0,0,0,1,0,3,25,27,7,0
PAL0001,2/15/01,44,50,0,0,0,0,0,1,23,21,5,0
PAL0001,2/15/01,45,55,0,0,0,3,6,5,18,18,5,0
PAL0102,12/5/01,1001,12,0,4,3,0,1,4,0,0,0,0
PAL0102,12/5/01,1002,50,20,15,2,2,2,0,0,5,4,0
PAL0102,12/5/01,1003,0,0,0,0,0,0,0,0,0,0,0
PAL0102,12/5/01,1004,3,0,0,1,0,1,1,0,0,0,0
PAL0102,12/28/01,1005,51,0,0,1,4,18,16,9,3,0,0
PAL0102,12/28/01,1006,46,0,0,0,1,9,10,11,14,1,0
PAL0102,12/28/01,1007,47,0,3,3,1,12,14,6,7,1,0
PAL0102,12/28/01,1008,4,0,0,0,0,0,1,1,2,0,0
PAL0102,12/28/01,1009,40,0,0,0,0,5,22,10,3,0,0
PAL0102,1/7/02,1010,0,0,0,0,0,0,0,0,0,0,0
PAL0102,1/7/02,1011,29,0,0,1,2,17,5,2,2,0,0
PAL0102,1/7/02,1012,50,0,2,6,16,15,11,0,0,0,0
PAL0102,1/7/02,1013,55,1,4,14,4,22,3,3,4,0,0
PAL0102,1/7/02,1014,20,0,0,1,5,10,4,0,0,0,0
PAL0102,1/15/02,1015,36,0,0,3,16,8,5,2,2,0,0
PAL0102,1/15/02,1016,51,0,0,0,4,26,16,3,2,0,0
PAL0102,1/15/02,1017,60,0,0,0,1,2,5,32,19,1,0
PAL0102,1/15/02,1018,50,0,0,1,5,7,16,6,8,7,0
PAL0102,1/15/02,1019,121,0,0,3,23,53,25,12,5,0,0
PAL0102,1/21/02,1020,59,0,0,1,3,4,11,22,16,2,0
PAL0102,1/21/02,1021,29,0,0,2,2,5,2,9,4,5,0
PAL0102,1/21/02,1022,50,0,0,0,1,4,5,14,22,4,0
PAL0102,1/21/02,1023,43,0,0,2,7,12,7,5,7,2,1
PAL0102,1/21/02,1024,25,0,2,3,9,7,0,0,3,1,0
PAL0102,1/31/02,1025,112,0,2,2,16,53,17,10,11,1,0
PAL0102,1/31/02,1026,45,0,0,0,0,2,7,18,14,4,0
PAL0102,1/31/02,1027,54,0,0,1,5,20,10,13,3,2,0
PAL0102,1/31/02,1028,20,0,3,1,0,4,0,4,6,2,0
PAL0102,1/31/02,1029,52,0,0,0,2,8,4,9,22,7,0
PAL0102,2/9/02,1030,7,0,0,0,1,1,1,0,4,0,0
PAL0102,2/9/02,1031,56,0,0,4,6,3,3,16,18,6,0
PAL0102,2/9/02,1032,57,0,2,2,5,11,10,17,9,1,0
PAL0102,2/9/02,1033,43,0,0,0,9,23,10,1,0,0,0
PAL0102,2/9/02,1034,60,0,1,6,24,17,7,2,3,0,0
PAL0102,2/22/02,1035,58,0,1,6,19,25,5,2,0,0,0
PAL0102,2/22/02,1036,0,0,0,0,0,0,0,0,0,0,0
PAL0102,2/22/02,1037,85,0,0,2,13,32,28,10,0,0,0
PAL0203,12/10/02,2001,50,0,2,3,26,18,1,0,0,0,0
PAL0203,12/10/02,2002,67,0,0,8,31,23,5,0,0,0,0
PAL0203,12/10/02,2003,50,1,1,7,23,16,2,0,0,0,0
PAL0203,12/10/02,2004,50,0,0,3,33,12,2,0,0,0,0
PAL0203,12/10/02,2005,57,0,1,14,30,10,2,0,0,0,0
PAL0203,12/22/02,2006,61,0,1,2,28,26,3,1,0,0,0
PAL0203,12/22/02,2007,0,0,0,0,0,0,0,0,0,0,0
PAL0203,12/22/02,2008,50,0,4,4,30,10,1,1,0,0,0
PAL0203,12/22/02,2009,50,0,0,1,24,16,5,4,0,0,0
PAL0203,12/22/02,2010,51,0,0,9,29,13,0,0,0,0,0
PAL0203,12/29/02,2011,53,0,3,4,15,22,6,1,2,0,0
PAL0203,12/29/02,2012,50,0,1,8,34,7,0,0,0,0,0
PAL0203,12/29/02,2013,29,7,2,7,13,0,0,0,0,0,0
PAL0203,12/29/02,2014,50,0,1,7,24,16,2,0,0,0,0
PAL0203,12/29/02,2015,52,0,1,14,23,11,1,2,0,0,0
PAL0203,1/5/03,2016,14,0,2,2,6,2,1,1,0,0,0
PAL0203,1/5/03,2017,51,0,0,1,28,19,3,0,0,0,0
PAL0203,1/5/03,2018,73,1,6,7,3,8,24,18,6,0,0
PAL0203,1/5/03,2019,56,0,1,8,40,7,0,0,0,0,0
PAL0203,1/5/03,2020,77,0,2,12,53,10,0,0,0,0,0
PAL0203,1/15/03,2021,79,0,1,10,48,16,4,0,0,0,0
PAL0203,1/15/03,2022,117,1,2,7,35,39,22,7,4,0,0
PAL0203,1/15/03,2023,90,0,5,14,33,25,13,0,0,0,0
PAL0203,1/15/03,2024,138,0,0,3,23,36,44,19,13,0,0
PAL0203,1/27/03,2025,79,0,3,5,25,33,11,2,0,0,0
PAL0203,1/27/03,2026,88,0,2,5,43,33,5,0,0,0,0
PAL0203,1/27/03,2027,126,0,12,29,55,25,5,0,0,0,0
PAL0203,1/27/03,2028,94,0,0,3,42,44,4,1,0,0,0
PAL0203,1/27/03,2029,51,0,0,2,31,14,3,1,0,0,0
PAL0203,2/10/03,2030,131,0,0,24,35,40,25,7,0,0,0
PAL0203,2/10/03,2031,93,0,1,1,12,30,41,8,0,0,0
PAL0203,2/10/03,2032,53,0,0,1,3,14,24,11,0,0,0
PAL0203,2/10/03,2033,75,0,0,0,3,23,30,18,1,0,0
PAL0304,1/15/04,3001,56,0,0,0,9,30,14,3,0,0,0
PAL0304,1/15/04,3002,56,0,0,1,17,24,13,1,0,0,0
PAL0304,1/15/04,3003,60,0,0,0,6,26,22,6,0,0,0
PAL0304,1/15/04,3004,54,0,0,0,21,23,9,1,0,0,0
PAL0304,1/15/04,3005,64,0,0,0,10,33,19,2,0,0,0
PAL0304,1/25/04,3006,68,0,0,0,3,33,24,6,2,0,0
PAL0304,1/25/04,3007,55,0,0,1,9,31,13,1,0,0,0
PAL0304,1/25/04,3008,62,0,0,3,26,29,4,0,0,0,0
PAL0304,1/25/04,3009,56,0,0,0,6,23,23,4,0,0,0
PAL0304,1/25/04,3010,51,0,0,0,11,28,12,0,0,0,0
PAL0304,2/5/04,3011,61,0,0,1,4,27,22,7,0,0,0
PAL0304,2/5/04,3012,29,0,0,0,8,8,9,4,0,0,0
PAL0304,2/5/04,3013,9,0,0,0,0,4,1,4,0,0,0
PAL0304,2/5/04,3014,54,0,0,1,4,21,15,10,3,0,0
PAL0304,2/5/04,3015,24,0,0,0,2,5,10,7,0,0,0
PAL0405,1/12/05,4001,50,0,0,0,0,2,23,24,1,0,0
PAL0405,1/12/05,4002,63,0,0,1,0,5,12,39,6,0,0
PAL0405,1/12/05,4003,67,0,1,0,0,7,42,17,0,0,0
PAL0405,1/12/05,4004,51,0,0,0,0,7,28,14,2,0,0
PAL0405,1/12/05,4005,51,0,0,0,0,4,25,22,0,0,0
PAL0405,1/21/05,4006,53,0,0,0,0,0,28,25,0,0,0
PAL0405,1/21/05,4007,34,0,0,1,0,1,24,7,1,0,0
PAL0405,1/21/05,4008,52,0,0,0,0,1,13,29,8,1,0
PAL0405,1/21/05,4009,51,0,0,0,1,3,33,14,0,0,0
PAL0405,1/21/05,4010,42,0,0,0,2,3,24,11,2,0,0
PAL0405,2/1/05,4011,43,0,0,1,4,5,22,11,0,0,0
PAL0405,2/1/05,4012,27,0,1,0,1,7,15,3,0,0,0
PAL0405,2/1/05,4013,59,0,0,0,0,6,34,17,2,0,0
PAL0405,2/1/05,4014,56,0,0,0,0,6,22,25,3,0,0
PAL0405,2/1/05,4015,52,0,1,0,0,2,26,21,2,0,0
PAL0506,12/27/05,5001,0,0,0,0,0,0,0,0,0,0,0
PAL0506,12/27/05,5002,6,0,0,0,0,0,0,3,3,0,0
PAL0506,12/27/05,5003,50,0,0,0,0,0,8,29,13,0,0
PAL0506,12/27/05,5004,50,0,0,0,0,1,14,30,5,0,0
PAL0506,12/27/05,5005,51,0,0,0,0,1,6,33,11,0,0
PAL0506,12/27/05,5006,50,0,0,0,0,0,5,28,17,0,0
PAL0506,1/11/06,5007,50,0,0,0,0,0,7,27,16,0,0
PAL0506,1/11/06,5008,50,0,0,0,0,0,3,14,26,7,0
PAL0506,1/11/06,5009,0,0,0,0,0,0,0,0,0,0,0
PAL0506,1/11/06,5010,75,0,4,0,3,5,10,30,20,3,0
PAL0506,1/11/06,5011,54,0,0,0,0,2,10,18,23,1,0
PAL0506,1/25/06,5012,0,0,0,0,0,0,0,0,0,0,0
PAL0506,1/25/06,5013,0,0,0,0,0,0,0,0,0,0,0
PAL0506,1/30/06,5014,73,0,0,0,0,1,9,27,31,5,0
PAL0506,1/30/06,5015,73,0,0,0,1,1,8,34,26,3,0
PAL0607,1/6/07,6001,40,0,5,9,1,4,10,10,1,0,0
PAL0607,1/6/07,6002,50,0,14,9,3,2,10,8,4,0,0
PAL0607,1/6/07,6003,50,1,12,14,4,9,10,0,0,0,0
PAL0607,1/6/07,6004,51,2,18,24,5,0,1,0,1,0,0
PAL0607,1/6/07,6005,44,0,0,0,0,6,11,19,7,1,0
PAL0607,1/13/07,6006,50,1,0,12,10,12,9,4,2,0,0
PAL0607,1/13/07,6007,50,0,4,23,4,3,10,3,3,0,0
PAL0607,1/13/07,6008,56,1,9,9,2,6,13,13,3,0,0
PAL0607,1/13/07,6009,50,0,0,3,0,4,29,13,1,0,0
PAL0607,1/13/07,6010,52,0,3,18,2,4,23,2,0,0,0
PAL0607,1/19/07,6011,50,0,0,0,2,2,11,27,6,2,0
PAL0607,1/19/07,6012,51,0,0,4,5,6,22,7,6,1,0
PAL0607,1/19/07,6013,51,0,1,8,13,6,11,11,1,0,0
PAL0607,1/19/07,6014,50,0,2,11,14,7,13,2,0,1,0
PAL0607,1/19/07,6015,52,0,0,12,13,5,13,9,0,0,0
PAL0607,1/26/07,6016,56,0,1,23,16,3,3,6,4,0,0
PAL0607,1/26/07,6017,50,0,0,1,1,1,8,20,15,4,0
PAL0607,1/26/07,6018,58,0,0,0,0,0,1,19,28,10,0
PAL0607,1/26/07,6019,52,0,2,11,7,1,6,9,16,0,0
PAL0607,1/26/07,6020,50,0,1,11,11,7,13,7,0,0,0
PAL0607,2/2/07,6021,56,0,1,26,21,2,1,1,2,2,0
PAL0607,2/2/07,6022,51,0,0,11,6,1,2,19,11,1,0
PAL0607,2/2/07,6023,51,0,0,2,21,5,7,8,5,3,0
PAL0607,2/2/07,6024,50,0,1,6,2,1,9,11,17,3,0
PAL0607,2/2/07,6025,50,0,2,5,13,7,5,9,8,1,0
PAL0708,1/4/08,7001,50,0,0,1,12,20,14,3,0,0,0
PAL0708,1/4/08,7002,50,0,0,0,3,6,20,13,7,1,0
PAL0708,1/4/08,7003,50,0,1,1,8,19,13,8,0,0,0
PAL0708,1/4/08,7004,48,0,0,0,6,20,13,7,2,0,0
PAL0708,1/4/08,7005,50,0,0,0,9,14,18,4,4,1,0
PAL0708,1/11/08,7006,52,0,0,1,18,31,1,1,0,0,0
PAL0708,1/11/08,7007,50,0,2,0,13,28,7,0,0,0,0
PAL0708,1/11/08,7008,51,0,2,4,35,4,6,0,0,0,0
PAL0708,1/11/08,7009,50,0,1,0,9,26,12,1,1,0,0
PAL0708,1/11/08,7010,53,0,1,4,25,21,1,1,0,0,0
PAL0708,1/18/08,7011,50,0,2,2,24,19,3,0,0,0,0
PAL0708,1/18/08,7012,44,0,0,0,4,6,11,15,8,0,0
PAL0708,1/18/08,7013,50,0,3,0,12,33,2,0,0,0,0
PAL0708,1/18/08,7014,51,0,1,4,22,20,4,0,0,0,0
PAL0708,1/18/08,7015,44,0,0,1,3,16,16,6,1,0,1
PAL0708,1/27/08,7016,52,0,10,10,9,12,8,3,0,0,0
PAL0708,1/27/08,7017,50,0,1,3,1,12,26,6,1,0,0
PAL0708,1/27/08,7018,50,0,2,1,8,25,9,3,2,0,0
PAL0708,1/27/08,7019,51,0,0,2,8,20,13,7,1,0,0
PAL0708,1/27/08,7020,50,0,3,0,7,20,15,2,1,2,0
PAL0708,2/2/08,7021,50,0,2,12,11,13,11,1,0,0,0
PAL0708,2/2/08,7022,50,0,2,9,6,24,8,1,0,0,0
PAL0708,2/2/08,7023,51,0,0,9,10,22,10,0,0,0,0
PAL0708,2/2/08,7024,50,0,0,1,4,19,20,6,0,0,0
PAL0708,2/2/08,7025,58,1,4,9,5,20,14,5,0,0,0
PAL0809,1/7/09,8001,50,0,0,6,20,18,4,1,1,0,0
PAL0809,1/7/09,8002,50,0,0,3,8,15,15,6,3,0,0
PAL0809,1/19/09,8003,50,0,0,2,8,24,9,5,2,0,0
PAL0809,1/19/09,8004,3,0,0,1,1,1,0,0,0,0,0
PAL0809,1/19/09,8005,50,0,0,0,5,16,6,10,12,1,0
PAL0809,1/19/09,8006,52,0,0,1,17,11,5,6,8,4,0
PAL0809,1/19/09,8007,50,0,0,7,13,19,7,1,3,0,0
PAL0809,1/26/09,8008,12,0,0,1,1,2,5,2,1,0,0
PAL0809,1/26/09,8009,10,0,0,0,1,4,3,2,0,0,0
PAL0809,1/26/09,8010,6,0,0,2,3,0,1,0,0,0,0
PAL0809,1/26/09,8011,40,2,1,5,6,9,12,5,0,0,0
PAL0809,1/26/09,8012,24,0,0,0,2,6,10,6,0,0,0
PAL0809,2/2/09,8013,34,0,0,0,7,16,6,3,2,0,0
PAL0809,2/2/09,8014,40,0,0,0,2,7,10,15,5,1,0
PAL0809,2/2/09,8015,50,0,0,0,5,14,6,14,10,1,0
PAL0809,2/2/09,8016,41,0,0,0,1,5,8,18,9,0,0
PAL0809,2/2/09,8017,49,0,0,0,2,20,11,13,3,0,0
PAL0910,1/3/10,9001,22,0,0,0,1,4,6,11,0,0,0
PAL0910,1/3/10,9002,35,0,0,0,1,3,17,14,0,0,0
PAL0910,1/3/10,9003,26,0,0,0,0,5,11,9,1,0,0
PAL0910,1/12/10,9004,72,0,3,13,18,8,10,15,5,0,0
PAL0910,1/12/10,9005,40,0,0,0,0,1,18,17,4,0,0
PAL0910,1/12/10,9006,79,0,0,2,4,9,26,35,3,0,0
PAL0910,1/12/10,9007,41,0,0,1,0,4,14,16,6,0,0
PAL0910,1/12/10,9008,88,0,5,37,24,1,8,11,2,0,0
PAL0910,1/19/10,9009,88,0,0,1,3,1,19,51,13,0,0
PAL0910,1/19/10,9010,45,0,0,0,0,0,7,28,10,0,0
PAL0910,1/19/10,9011,47,0,0,0,1,3,15,23,5,0,0
PAL0910,1/19/10,9012,56,0,0,0,0,2,12,39,3,0,0
PAL0910,1/19/10,9013,53,0,0,0,0,1,14,25,12,1,0
PAL0910,1/26/10,9014,52,0,0,0,4,0,17,23,8,0,0
PAL0910,1/26/10,9015,29,0,0,1,2,0,8,14,4,0,0
PAL0910,1/26/10,9016,37,0,1,0,1,2,10,15,8,0,0
PAL0910,1/26/10,9017,29,0,0,6,5,4,3,9,2,0,0
PAL0910,1/26/10,9018,115,0,0,3,24,12,7,40,26,3,0
PAL0910,2/4/10,9019,14,0,1,3,4,1,1,3,1,0,0
PAL0910,2/4/10,9020,75,0,0,2,9,6,28,25,5,0,0
PAL0910,2/4/10,9021,99,0,1,4,16,10,11,39,18,0,0
PAL0910,2/4/10,9022,85,0,0,0,4,4,19,44,13,1,0
PAL0910,2/4/10,9023,35,0,0,3,11,2,0,14,5,0,0
PAL1011,1/1/11,10001,24,1,9,9,0,1,4,0,0,0,0
PAL1011,1/1/11,10002,1,0,0,0,0,0,0,0,0,1,0
PAL1011,1/1/11,10003,4,0,0,0,0,0,1,2,1,0,0
PAL1011,1/1/11,10004,7,0,0,0,0,0,3,1,3,0,0
PAL1011,1/1/11,10005,54,0,0,0,0,0,5,15,22,12,0
PAL1011,1/7/11,10006,1,0,0,0,0,0,0,0,1,0,0
PAL1011,1/7/11,10007,60,0,0,0,0,0,2,13,36,9,0
PAL1011,1/7/11,10008,4,0,0,0,0,0,1,1,2,0,0
PAL1011,1/7/11,10009,82,0,5,31,26,4,2,8,5,1,0
PAL1011,1/7/11,10010,65,2,12,17,5,0,10,9,9,1,0
PAL1011,1/15/11,10011,94,0,6,52,34,1,0,1,0,0,0
PAL1011,1/15/11,10012,104,0,5,21,65,4,3,1,4,1,0
PAL1011,1/15/11,10013,49,0,0,0,0,0,5,23,15,6,0
PAL1011,1/15/11,10014,55,0,4,13,11,4,6,13,4,0,0
PAL1011,1/15/11,10015,102,0,6,17,10,0,5,31,32,1,0
PAL1011,1/21/11,10016,46,0,0,17,19,4,2,2,2,0,0
PAL1011,1/21/11,10017,33,0,0,2,5,4,1,8,12,1,0
PAL1011,1/21/11,10018,95,0,2,35,44,6,2,3,2,1,0
PAL1011,1/21/11,10019,56,0,5,25,19,3,0,4,0,0,0
PAL1011,1/21/11,10020,53,0,0,3,10,3,4,14,15,4,0
PAL1011,1/27/11,10021,95,0,0,0,1,0,3,46,41,4,0
PAL1011,1/27/11,10022,10,0,1,0,0,0,0,4,5,0,0
PAL1011,1/27/11,10023,29,0,0,0,1,1,2,12,8,5,0
PAL1011,1/27/11,10024,84,0,0,9,42,7,1,17,7,1,0
PAL1011,1/27/11,10025,29,0,0,0,0,1,3,14,11,0,0
PAL1112,1/8/12,11001,46,0,0,0,5,29,12,0,0,0,0
PAL1112,1/8/12,11002,80,0,0,1,0,26,25,13,12,3,0
PAL1112,1/8/12,11003,22,0,0,0,0,3,16,1,2,0,0
PAL1112,1/8/12,11004,70,0,1,0,6,28,28,6,1,0,0
PAL1112,1/8/12,11005,52,0,0,0,1,6,29,14,1,1,0
PAL1112,1/19/12,11006,36,0,0,2,6,15,12,1,0,0,0
PAL1112,1/19/12,11007,68,0,0,0,5,24,32,7,0,0,0
PAL1112,1/19/12,11008,61,0,2,1,8,27,22,1,0,0,0
PAL1112,1/19/12,11009,55,1,2,0,8,18,20,5,1,0,0
PAL1112,1/19/12,11010,80,25,39,4,6,3,2,1,0,0,0
PAL1112,1/26/12,11011,77,0,0,0,3,28,38,8,0,0,0
PAL1112,1/26/12,11012,96,38,41,4,0,5,8,0,0,0,0
PAL1112,1/26/12,11013,105,2,1,7,22,42,27,4,0,0,0
PAL1112,1/26/12,11014,51,0,5,3,4,19,14,4,2,0,0
PAL1112,1/26/12,11015,44,1,2,3,1,22,14,1,0,0,0
PAL1213,1/3/13,12001,93,0,1,40,41,9,2,0,0,0,0
PAL1213,1/3/13,12002,75,0,1,26,43,3,2,0,0,0,0
PAL1213,1/3/13,12003,57,0,1,11,39,5,1,0,0,0,0
PAL1213,1/3/13,12004,69,0,2,21,41,4,1,0,0,0,0
PAL1213,1/3/13,12005,0,0,0,0,0,0,0,0,0,0,0
PAL1213,1/9/13,12006,101,0,2,39,50,8,0,2,0,0,0
PAL1213,1/9/13,12007,51,0,0,23,24,1,2,1,0,0,0
PAL1213,1/9/13,12008,72,1,1,24,35,10,1,0,0,0,0
PAL1213,1/9/13,12009,66,0,0,17,30,16,3,0,0,0,0
PAL1213,1/9/13,12010,113,0,0,25,52,31,5,0,0,0,0
PAL1213,1/16/13,12011,81,0,0,14,32,30,4,1,0,0,0
PAL1213,1/16/13,12012,109,0,1,37,62,7,1,1,0,0,0
PAL1213,1/16/13,12013,73,0,1,13,40,19,0,0,0,0,0
PAL1213,1/16/13,12014,54,0,0,13,37,4,0,0,0,0,0
PAL1213,1/16/13,12015,75,0,0,9,48,15,3,0,0,0,0
PAL1213,1/23/13,12016,106,0,0,10,72,15,7,2,0,0,0
PAL1213,1/23/13,12017,50,0,2,4,35,4,2,3,0,0,0
PAL1213,1/23/13,12018,108,0,0,35,57,13,3,0,0,0,0
PAL1213,1/23/13,12019,67,0,0,25,40,2,0,0,0,0,0
PAL1213,1/23/13,12020,110,0,1,34,56,17,1,1,0,0,0
PAL1213,1/28/13,12021,99,0,0,16,57,20,5,1,0,0,0
PAL1213,1/28/13,12022,85,0,0,11,54,18,1,1,0,0,0
PAL1213,1/28/13,12023,73,0,0,18,50,5,0,0,0,0,0
PAL1213,1/28/13,12024,73,0,0,18,38,13,4,0,0,0,0
PAL1213,1/28/13,12025,99,0,0,5,46,29,15,4,0,0,0
PAL1314,1/6/14,13001,0,0,0,0,0,0,0,0,0,0,0
PAL1314,1/6/14,13002,0,0,0,0,0,0,0,0,0,0,0
PAL1314,1/6/14,13003,0,0,0,0,0,0,0,0,0,0,0
PAL1314,1/6/14,13004,5,0,0,1,1,1,2,0,0,0,0
PAL1314,1/16/14,13005,51,0,1,0,1,8,22,18,1,0,0
PAL1314,1/16/14,13006,124,1,19,13,21,36,29,5,0,0,0
PAL1314,1/16/14,13007,37,0,0,2,2,14,10,9,0,0,0
PAL1314,1/16/14,13008,49,0,1,2,4,9,23,10,0,0,0
PAL1314,1/16/14,13009,48,0,0,0,4,13,22,8,1,0,0
PAL1314,1/22/14,13010,8,0,0,0,1,2,3,2,0,0,0
PAL1314,1/22/14,13011,65,0,0,0,3,6,26,23,7,0,0
PAL1314,1/22/14,13012,75,0,0,2,4,12,28,29,0,0,0
PAL1314,1/22/14,13013,79,0,10,10,9,6,30,14,0,0,0
PAL1314,1/22/14,13014,78,1,2,4,8,12,31,19,1,0,0
PAL1314,1/27/14,13015,97,0,1,2,1,6,34,49,4,0,0
PAL1314,1/27/14,13016,42,0,0,4,6,11,13,7,1,0,0
PAL1314,1/27/14,13017,66,0,3,30,16,11,4,2,0,0,0
PAL1314,1/27/14,13018,119,0,18,19,18,25,25,13,1,0,0
PAL1314,1/27/14,13020,57,0,0,0,3,7,29,18,0,0,0
PAL1314,2/1/14,13021,89,0,2,32,16,16,17,4,2,0,0
PAL1314,2/1/14,13022,114,0,0,11,8,20,36,36,2,1,0
PAL1314,2/1/14,12023,62,0,0,0,1,7,20,25,9,0,0
PAL1314,2/1/14,13024,61,0,1,24,11,8,10,6,1,0,0
PAL1314,2/1/14,13025,112,0,2,42,27,4,16,20,1,0,0
PAL1415,1/3/15,14001,88,0,0,0,1,2,20,53,12,0,0
PAL1415,1/3/15,14002,36,2,2,1,1,14,11,2,2,1,0
PAL1415,1/3/15,14003,103,1,5,0,15,36,41,5,0,0,0
PAL1415,1/3/15,14004,100,0,1,0,3,17,28,44,6,1,0
PAL1415,1/3/15,14005,64,0,0,0,1,2,6,40,15,0,0
PAL1415,1/11/15,14006,12,0,0,1,1,2,5,3,0,0,0
PAL1415,1/11/15,14007,88,0,10,23,3,12,19,21,0,0,0
PAL1415,1/11/15,14008,27,0,0,0,0,7,7,12,1,0,0
PAL1415,1/11/15,14009,108,0,0,1,0,22,49,33,3,0,0
PAL1415,1/11/15,14010,46,0,0,0,0,4,12,25,5,0,0
PAL1415,1/18/15,14011,131,0,0,1,0,8,58,59,5,0,0
PAL1415,1/18/15,14012,94,0,1,4,0,15,40,30,4,0,0
PAL1415,1/18/15,14013,40,0,0,0,1,3,19,17,0,0,0
PAL1415,1/18/15,14014,58,0,0,2,2,5,21,23,5,0,0
PAL1415,1/18/15,14015,71,0,0,1,1,11,33,22,3,0,0
PAL1415,1/26/15,14016,36,0,0,0,0,2,16,16,2,0,0
PAL1415,1/26/15,14017,86,0,1,0,0,5,30,44,6,0,0
PAL1415,1/26/15,14018,36,0,0,0,0,1,11,23,1,0,0
PAL1415,1/26/15,14019,10,0,0,0,0,0,3,6,1,0,0
PAL1415,1/26/15,14020,34,0,0,0,4,1,10,18,1,0,0
PAL1415,2/3/15,14021,199,0,0,1,0,7,87,92,12,0,0
PAL1415,2/3/15,14022,26,0,0,1,0,0,8,14,3,0,0
PAL1415,2/3/15,14023,82,0,0,0,0,3,25,43,11,0,0
PAL1415,2/3/15,14024,40,0,0,0,0,2,9,21,8,0,0
PAL1415,2/3/15,14025,24,0,0,0,0,1,14,9,0,0,0
PAL1415,2/9/15,14025,134,0,0,3,1,4,58,60,8,0,0
PAL1516,1/6/16,15001,49,0,0,0,0,0,12,18,18,1,0
PAL1516,1/6/16,15002,33,0,0,0,0,0,2,13,15,3,0
PAL1516,1/6/16,15003,99,0,0,1,1,3,30,43,19,2,0
PAL1516,1/6/16,15004,34,0,0,0,0,0,4,13,15,2,0
PAL1516,1/6/16,15005,2,0,0,0,0,0,1,0,1,0,0
